order_id,customer_id,order_date,status
O003429,C00730,2024-07-04,Completed
O003430,C01164,2025-01-05,Completed
O003431,C00216,2024-05-13,Completed
O003432,C00765,2025-09-13,Completed
O003433,C00979,2024-03-28,Completed
O003434,C00847,2024-02-08,Completed
O003435,C01057,2025-04-20,Cancelled
O003436,C00061,2024-07-21,Completed
O003437,C00117,2025-03-20,Completed
O003438,C00097,2025-03-30,Completed
O003439,C00698,2025-11-30,Completed
O003440,C00509,2025-02-04,Completed
O003441,C01028,2025-03-15,Cancelled
O003442,C00276,2024-02-10,Completed
O003443,C00535,2025-11-09,Completed
O003444,C00587,2024-04-19,Completed
O003445,C00860,2025-07-31,Completed
O003446,C00177,2024-02-25,Completed
O003447,C00484,2025-10-30,Completed
O003448,C00328,2024-10-12,Completed
O003449,C00899,2025-07-13,Completed
O003450,C00140,2025-06-05,Completed
O003451,C00286,2024-02-21,Completed
O003452,C00702,2025-05-23,Completed
O003453,C00511,2024-01-05,Completed
O003454,C00625,2024-07-04,Completed
O003455,C00684,2025-05-17,Completed
O003456,C00421,2024-02-01,Completed
O003457,C01098,2024-09-30,Completed
O003458,C00090,2025-03-12,Completed
O003459,C00912,2024-02-02,Returned
O003460,C00404,2025-01-31,Completed
O003461,C00782,2024-09-01,Completed
O003462,C00013,2024-11-28,Completed
O003463,C01105,2025-05-26,Completed
O003464,C00479,2025-10-04,Completed
O003465,C00963,2024-06-26,Completed
O003466,C01199,2025-06-20,Completed
O003467,C00284,2025-11-08,Completed
O003468,C00720,2025-03-05,Completed
O003469,C00778,2025-02-03,Completed
O003470,C01182,2024-03-27,Completed
O003471,C00922,2025-02-13,Cancelled
O003472,C00258,2024-01-09,Completed
O003473,C00145,2025-05-17,Completed
O003474,C01084,2024-05-17,Completed
O003475,C00342,2024-01-06,Completed
O003476,C00476,2025-10-22,Completed
O003477,C00415,2025-08-21,Completed
O003478,C00114,2024-07-17,Completed
O003479,C00230,2025-06-04,Completed
O003480,C00663,2024-12-17,Completed
O003481,C00315,2025-08-06,Completed
O003482,C00937,2024-09-16,Completed
O003483,C01028,2025-04-12,Completed
O003484,C00814,2025-03-10,Cancelled
O003485,C01178,2024-12-29,Completed
O003486,C00793,2024-02-17,Completed
O003487,C00886,2024-05-12,Completed
O003488,C00402,2025-02-06,Completed
O003489,C00938,2024-07-14,Completed
O003490,C00009,2024-05-14,Completed
O003491,C00261,2024-01-10,Completed
O003492,C00784,2024-06-24,Completed
O003493,C00445,2025-10-09,Completed
O003494,C00270,2025-01-27,Completed
O003495,C00030,2024-08-28,Completed
O003496,C00135,2025-11-19,Completed
O003497,C00610,2024-07-13,Completed
O003498,C00435,2024-09-09,Cancelled
O003499,C00954,2024-01-26,Completed
O003500,C00177,2024-01-25,Completed
O003501,C00357,2024-08-29,Completed
O003502,C00894,2024-12-29,Completed
O003503,C00692,2024-11-24,Completed
O003504,C01182,2024-05-10,Completed
O003505,C00142,2024-12-20,Completed
O003506,C01167,2024-02-21,Completed
O003507,C01033,2024-07-04,Completed
O003508,C00089,2024-08-14,Completed
O003509,C00905,2024-12-20,Completed
O003510,C00590,2024-07-04,Completed
O003511,C00667,2025-09-04,Completed
O003512,C00807,2024-09-14,Completed
O003513,C00857,2025-08-25,Completed
O003514,C00016,2025-10-08,Completed
O003515,C00490,2024-11-22,Completed
O003516,C01117,2024-11-23,Completed
O003517,C01107,2025-01-16,Completed
O003518,C00867,2024-08-04,Completed
O003519,C00975,2025-04-01,Completed
O003520,C00982,2024-06-18,Completed
O003521,C00593,2024-10-07,Completed
O003522,C00847,2025-06-25,Completed
O003523,C00418,2024-11-17,Returned
O003524,C00792,2025-01-02,Completed
O003525,C00469,2025-12-23,Completed
O003526,C00018,2025-07-31,Completed
O003527,C00813,2025-02-27,Completed
O003528,C00439,2024-02-28,Completed
O003529,C00034,2025-09-26,Completed
O003530,C00313,2024-06-19,Completed
O003531,C01163,2025-02-07,Completed
O003532,C00673,2024-07-21,Completed
O003533,C00898,2025-06-01,Completed
O003534,C00633,2025-12-05,Completed
O003535,C00431,2025-06-14,Completed
O003536,C00034,2025-06-26,Completed
O003537,C00378,2025-01-21,Completed
O003538,C00502,2025-10-09,Cancelled
O003539,C00554,2025-04-23,Completed
O003540,C00095,2024-12-27,Completed
O003541,C01065,2025-12-13,Completed
O003542,C00522,2024-01-20,Completed
O003543,C00664,2025-03-03,Completed
O003544,C01150,2025-07-07,Completed
O003545,C00961,2025-03-06,Completed
O003546,C01129,2024-01-03,Completed
O003547,C00370,2024-02-01,Completed
O003548,C00443,2024-03-15,Cancelled
O003549,C00445,2025-11-26,Completed
O003550,C00874,2025-05-10,Completed
O003551,C00935,2025-05-12,Completed
O003552,C00216,2025-11-02,Completed
O003553,C00527,2024-08-11,Completed
O003554,C01010,2024-11-07,Completed
O003555,C01132,2025-04-08,Completed
O003556,C00096,2025-09-30,Completed
O003557,C00780,2025-11-13,Completed
O003558,C00440,2024-07-01,Completed
O003559,C00718,2024-07-10,Completed
O003560,C00452,2024-04-24,Completed
O003561,C00441,2024-06-20,Completed
O003562,C00227,2024-04-25,Completed
O003563,C00347,2025-03-18,Completed
O003564,C00693,2024-08-01,Completed
O003565,C00405,2024-03-20,Completed
O003566,C00057,2025-04-03,Completed
O003567,C00336,2025-07-14,Completed
O003568,C00466,2024-01-25,Completed
O003569,C00660,2024-12-01,Completed
O003570,C00343,2025-04-10,Completed
O003571,C00323,2024-03-05,Completed
O003572,C00786,2025-06-30,Completed
O003573,C00560,2025-05-01,Completed
O003574,C00893,2025-06-06,Completed
O003575,C00165,2024-09-09,Completed
O003576,C00687,2025-12-16,Completed
O003577,C00818,2024-01-30,Completed
O003578,C00865,2024-11-09,Completed
O003579,C00717,2024-08-23,Completed
O003580,C00305,2024-03-01,Completed
O003581,C01138,2025-04-30,Completed
O003582,C00390,2024-08-08,Completed
O003583,C00033,2024-06-16,Completed
O003584,C01179,2025-05-30,Completed
O003585,C01094,2024-10-19,Completed
O003586,C00492,2025-09-09,Completed
O003587,C00463,2024-08-28,Completed
O003588,C00273,2024-04-04,Completed
O003589,C01082,2025-07-23,Completed
O003590,C00628,2024-07-27,Completed
O003591,C00957,2024-12-13,Completed
O003592,C00166,2025-10-08,Completed
O003593,C00331,2025-10-01,Completed
O003594,C00519,2025-03-27,Completed
O003595,C01082,2025-05-22,Completed
O003596,C00648,2024-05-02,Completed
O003597,C01143,2024-06-24,Completed
O003598,C00489,2025-05-04,Completed
O003599,C00551,2025-10-09,Completed
O003600,C00847,2024-09-05,Completed
O003601,C00076,2025-01-30,Completed
O003602,C00210,2024-04-20,Completed
O003603,C00167,2025-03-01,Completed
O003604,C01048,2024-08-20,Completed
O003605,C00164,2024-09-27,Completed
O003606,C00780,2025-09-24,Completed
O003607,C00127,2025-10-24,Completed
O003608,C00804,2024-01-15,Completed
O003609,C01093,2025-03-09,Completed
O003610,C00895,2024-08-06,Completed
O003611,C01095,2024-08-01,Completed
O003612,C00448,2025-09-11,Completed
O003613,C00699,2025-03-20,Completed
O003614,C00434,2024-12-31,Completed
O003615,C00352,2024-03-30,Completed
O003616,C00586,2024-04-16,Completed
O003617,C00765,2024-09-03,Completed
O003618,C00916,2025-03-03,Cancelled
O003619,C00317,2024-12-04,Completed
O003620,C01129,2024-10-24,Completed
O003621,C00984,2025-08-26,Completed
O003622,C00522,2025-11-25,Completed
O003623,C01169,2024-03-25,Cancelled
O003624,C00963,2024-11-23,Completed
O003625,C00508,2024-12-07,Completed
O003626,C00890,2024-06-20,Completed
O003627,C00504,2024-07-28,Completed
O003628,C00295,2025-06-17,Completed
O003629,C01040,2024-02-12,Completed
O003630,C00474,2024-03-03,Completed
O003631,C00881,2024-02-25,Completed
O003632,C00325,2025-12-01,Completed
O003633,C00847,2025-05-25,Cancelled
O003634,C00612,2024-12-04,Completed
O003635,C00227,2025-09-20,Completed
O003636,C00761,2024-07-29,Completed
O003637,C00394,2025-12-08,Completed
O003638,C00645,2024-12-10,Completed
O003639,C00036,2025-03-18,Completed
O003640,C00609,2024-11-09,Completed
O003641,C00586,2025-07-29,Returned
O003642,C00357,2025-08-20,Completed
O003643,C00069,2024-06-10,Completed
O003644,C00371,2025-07-03,Completed
O003645,C00684,2025-10-01,Completed
O003646,C00886,2024-09-14,Completed
O003647,C00529,2024-03-15,Cancelled
O003648,C01078,2025-01-19,Completed
O003649,C00963,2025-05-14,Completed
O003650,C00617,2025-01-19,Completed
O003651,C00468,2025-03-09,Completed
O003652,C00635,2025-11-13,Completed
O003653,C00868,2024-02-13,Completed
O003654,C00026,2025-05-14,Completed
O003655,C00550,2024-12-24,Completed
O003656,C00258,2025-07-29,Completed
O003657,C00107,2025-03-09,Completed
O003658,C00666,2025-01-08,Completed
O003659,C00491,2025-03-06,Cancelled
O003660,C00700,2025-08-05,Completed
O003661,C00147,2024-08-12,Completed
O003662,C00535,2025-01-15,Cancelled
O003663,C00298,2025-10-18,Completed
O003664,C00987,2025-08-07,Completed
O003665,C00460,2024-02-29,Completed
O003666,C00376,2024-07-03,Completed
O003667,C00831,2025-08-23,Cancelled
O003668,C00871,2024-09-06,Completed
O003669,C00308,2024-06-26,Completed
O003670,C00932,2025-01-17,Completed
O003671,C00073,2024-08-10,Completed
O003672,C00262,2024-11-11,Completed
O003673,C00781,2024-07-30,Completed
O003674,C00700,2025-02-27,Completed
O003675,C01107,2024-01-04,Completed
O003676,C00846,2024-05-22,Completed
O003677,C00211,2024-04-06,Completed
O003678,C00062,2024-08-02,Completed
O003679,C00984,2024-06-28,Completed
O003680,C01007,2025-09-17,Completed
O003681,C00064,2024-08-18,Completed
O003682,C00221,2025-11-06,Completed
O003683,C00201,2025-08-19,Completed
O003684,C00512,2024-02-25,Completed
O003685,C00816,2024-12-03,Completed
O003686,C01035,2024-08-31,Completed
O003687,C00504,2025-02-13,Completed
O003688,C00342,2024-05-17,Completed
O003689,C00049,2024-05-14,Completed
O003690,C00525,2024-11-23,Completed
O003691,C00895,2024-12-17,Completed
O003692,C00070,2025-12-25,Completed
O003693,C00747,2025-08-28,Completed
O003694,C00942,2024-02-01,Completed
O003695,C00840,2024-02-05,Completed
O003696,C00060,2024-08-16,Cancelled
O003697,C00875,2025-02-09,Completed
O003698,C00458,2024-10-29,Completed
O003699,C00207,2025-08-16,Completed
O003700,C01005,2024-10-20,Completed
O003701,C00500,2024-03-18,Completed
O003702,C01091,2025-05-22,Completed
O003703,C01060,2025-05-29,Completed
O003704,C00194,2024-05-19,Cancelled
O003705,C00100,2025-12-03,Completed
O003706,C00186,2024-10-27,Completed
O003707,C00114,2024-02-05,Completed
O003708,C00475,2025-10-07,Completed
O003709,C00067,2025-07-21,Completed
O003710,C01179,2025-01-22,Completed
O003711,C01110,2025-10-14,Completed
O003712,C00724,2025-09-07,Completed
O003713,C00075,2025-11-30,Completed
O003714,C00075,2025-10-09,Completed
O003715,C00656,2024-03-13,Completed
O003716,C01094,2025-04-17,Completed
O003717,C01165,2025-11-11,Completed
O003718,C00783,2024-09-05,Completed
O003719,C00963,2025-06-05,Completed
O003720,C00927,2025-05-20,Completed
O003721,C01145,2025-07-19,Completed
O003722,C00897,2024-10-03,Completed
O003723,C00856,2024-01-14,Completed
O003724,C00967,2025-11-09,Cancelled
O003725,C00578,2025-08-13,Completed
O003726,C00469,2025-04-08,Completed
O003727,C00609,2025-11-25,Completed
O003728,C01175,2024-02-19,Completed
O003729,C00512,2024-08-25,Completed
O003730,C00862,2025-05-21,Returned
O003731,C00019,2025-09-15,Completed
O003732,C00663,2025-12-20,Completed
O003733,C00705,2025-01-20,Completed
O003734,C00309,2024-09-07,Completed
O003735,C00274,2025-02-16,Completed
O003736,C00298,2025-04-20,Completed
O003737,C00330,2025-12-05,Completed
O003738,C00369,2024-08-08,Completed
O003739,C00572,2025-04-25,Completed
O003740,C00388,2024-05-05,Completed
O003741,C00185,2025-12-30,Cancelled
O003742,C01188,2024-09-13,Completed
O003743,C00754,2024-10-11,Completed
O003744,C00490,2024-03-28,Completed
O003745,C00461,2024-01-29,Completed
O003746,C01120,2025-01-24,Completed
O003747,C00895,2025-10-31,Completed
O003748,C00123,2025-06-21,Completed
O003749,C01103,2024-06-28,Completed
O003750,C00593,2025-02-08,Completed
O003751,C00808,2024-06-04,Completed
O003752,C00830,2024-11-15,Completed
O003753,C00166,2025-10-08,Completed
O003754,C00195,2024-03-03,Completed
O003755,C00562,2025-01-06,Completed
O003756,C00679,2025-04-09,Completed
O003757,C00875,2024-03-22,Completed
O003758,C00013,2024-10-30,Completed
O003759,C00688,2024-07-23,Completed
O003760,C00640,2024-10-11,Completed
O003761,C01115,2024-10-21,Completed
O003762,C00716,2024-02-27,Completed
O003763,C00157,2024-03-10,Completed
O003764,C01057,2025-01-18,Completed
O003765,C00063,2025-03-11,Completed
O003766,C00456,2025-11-03,Completed
O003767,C01178,2024-11-20,Completed
O003768,C01186,2024-07-01,Completed
O003769,C01043,2025-08-23,Completed
O003770,C00855,2025-09-13,Completed
O003771,C00117,2025-05-03,Completed
O003772,C00345,2025-05-13,Completed
O003773,C00577,2024-10-29,Completed
O003774,C00317,2025-07-29,Completed
O003775,C01140,2025-02-25,Completed
O003776,C00558,2025-11-18,Completed
O003777,C00257,2024-08-04,Completed
O003778,C00519,2024-10-22,Completed
O003779,C00515,2024-01-11,Completed
O003780,C00675,2025-11-21,Cancelled
O003781,C00449,2025-02-07,Completed
O003782,C00963,2024-09-26,Completed
O003783,C00894,2025-06-13,Completed
O003784,C01200,2025-10-02,Completed
O003785,C00240,2025-02-15,Completed
O003786,C00882,2025-03-04,Completed
O003787,C01134,2024-03-09,Completed
O003788,C01056,2024-08-23,Completed
O003789,C00733,2024-09-03,Completed
O003790,C00086,2025-06-18,Completed
O003791,C00624,2025-04-11,Returned
O003792,C00921,2025-04-19,Completed
O003793,C00798,2024-12-10,Completed
O003794,C00823,2025-07-08,Completed
O003795,C01018,2024-11-17,Completed
O003796,C00214,2025-12-02,Completed
O003797,C00207,2025-01-31,Completed
O003798,C00541,2025-07-04,Completed
O003799,C00298,2025-01-29,Completed
O003800,C00241,2024-06-19,Completed
O003801,C01193,2024-03-06,Completed
O003802,C01148,2024-12-08,Completed
O003803,C00570,2024-08-07,Completed
O003804,C00045,2025-05-19,Completed
O003805,C00196,2024-10-04,Completed
O003806,C00075,2025-03-31,Completed
O003807,C00252,2024-02-22,Completed
O003808,C00996,2024-06-11,Completed
O003809,C00626,2024-06-06,Completed
O003810,C00995,2025-08-12,Completed
O003811,C00984,2025-12-07,Completed
O003812,C00751,2025-06-04,Completed
O003813,C00992,2024-03-09,Cancelled
O003814,C00881,2025-12-10,Completed
O003815,C00219,2025-05-01,Completed
O003816,C00324,2024-12-24,Completed
O003817,C00722,2024-05-31,Completed
O003818,C00841,2024-10-29,Completed
O003819,C00207,2025-05-13,Completed
O003820,C00071,2024-05-27,Completed
O003821,C00476,2025-08-11,Completed
O003822,C00111,2024-10-16,Completed
O003823,C00893,2025-09-27,Completed
O003824,C00133,2024-08-31,Completed
O003825,C00885,2025-01-28,Completed
O003826,C00367,2024-10-11,Completed
O003827,C01127,2025-11-12,Completed
O003828,C00928,2024-08-17,Completed
O003829,C01143,2025-10-31,Completed
O003830,C00838,2024-04-22,Completed
O003831,C00749,2025-05-24,Completed
O003832,C01194,2025-12-16,Completed
O003833,C00818,2024-09-09,Completed
O003834,C00709,2024-03-05,Completed
O003835,C00744,2024-03-18,Completed
O003836,C00686,2024-08-11,Completed
O003837,C00327,2024-04-24,Completed
O003838,C00772,2024-03-19,Completed
O003839,C00921,2024-02-10,Completed
O003840,C00344,2025-08-19,Completed
O003841,C01138,2025-09-07,Completed
O003842,C00245,2024-05-19,Completed
O003843,C01068,2024-01-19,Completed
O003844,C01041,2024-02-12,Completed
O003845,C00052,2024-12-14,Returned
O003846,C00454,2024-12-15,Cancelled
O003847,C00378,2024-04-18,Completed
O003848,C00918,2025-03-08,Completed
O003849,C00711,2025-08-02,Completed
O003850,C00548,2025-09-28,Completed
O003851,C00154,2024-06-25,Completed
O003852,C00246,2025-03-05,Completed
O003853,C01177,2025-09-30,Completed
O003854,C00812,2024-10-24,Completed
O003855,C01155,2024-11-26,Completed
O003856,C01002,2025-01-29,Completed
O003857,C01115,2025-02-10,Completed
O003858,C00450,2025-01-12,Completed
O003859,C01045,2024-05-07,Completed
O003860,C00402,2024-07-01,Completed
O003861,C00963,2024-12-14,Completed
O003862,C00706,2024-12-13,Completed
O003863,C00275,2025-06-10,Completed
O003864,C01171,2024-10-20,Completed
O003865,C00196,2025-10-19,Completed
O003866,C00382,2024-09-01,Completed
O003867,C00875,2025-04-24,Completed
O003868,C00964,2025-05-08,Completed
O003869,C00163,2025-11-08,Completed
O003870,C00506,2025-04-24,Completed
O003871,C01119,2025-04-02,Completed
O003872,C00579,2024-05-25,Completed
O003873,C00275,2024-09-27,Completed
O003874,C01068,2025-06-22,Completed
O003875,C01078,2024-11-12,Completed
O003876,C00472,2025-08-19,Completed
O003877,C00585,2025-04-18,Completed
O003878,C00916,2025-05-01,Completed
O003879,C01078,2024-12-14,Completed
O003880,C00167,2025-03-05,Completed
O003881,C00140,2025-06-16,Returned
O003882,C00461,2025-08-10,Completed
O003883,C01148,2024-12-09,Completed
O003884,C00106,2024-03-30,Completed
O003885,C01035,2025-08-20,Completed
O003886,C00981,2025-07-21,Completed
O003887,C00091,2025-07-17,Completed
O003888,C00524,2024-07-01,Completed
O003889,C01001,2024-11-27,Completed
O003890,C00088,2025-08-01,Completed
O003891,C01048,2024-01-09,Completed
O003892,C00991,2024-07-06,Completed
O003893,C00808,2025-03-09,Completed
O003894,C00255,2025-08-23,Completed
O003895,C00476,2025-03-18,Completed
O003896,C00686,2025-06-28,Completed
O003897,C00614,2025-12-26,Completed
O003898,C00374,2025-06-06,Completed
O003899,C00805,2025-12-25,Returned
O003900,C00185,2025-04-15,Completed
O003901,C00714,2024-07-20,Completed
O003902,C01148,2024-04-05,Completed
O003903,C00851,2025-11-25,Cancelled
O003904,C00420,2025-11-03,Completed
O003905,C00079,2025-08-20,Completed
O003906,C00034,2024-03-04,Completed
O003907,C00111,2025-01-02,Completed
O003908,C00114,2024-11-03,Completed
O003909,C00401,2025-12-05,Completed
O003910,C00335,2025-09-01,Completed
O003911,C00076,2025-04-30,Completed
O003912,C00197,2024-11-29,Completed
O003913,C01176,2024-09-10,Completed
O003914,C00041,2024-06-09,Completed
O003915,C00172,2025-12-10,Completed
O003916,C00130,2025-08-27,Completed
O003917,C01143,2025-09-06,Completed
O003918,C01120,2024-11-26,Completed
O003919,C00364,2025-09-14,Cancelled
O003920,C00398,2024-12-25,Completed
O003921,C00635,2025-05-25,Completed
O003922,C00310,2025-06-16,Completed
O003923,C00101,2025-07-06,Completed
O003924,C00694,2025-07-09,Completed
O003925,C01152,2025-10-19,Completed
O003926,C00435,2025-04-02,Completed
O003927,C00677,2024-09-05,Cancelled
O003928,C01176,2025-02-22,Returned
O003929,C00303,2024-06-08,Completed
O003930,C01126,2025-10-16,Completed
O003931,C00338,2024-04-28,Completed
O003932,C00970,2024-05-13,Completed
O003933,C01155,2025-03-13,Completed
O003934,C00924,2024-08-29,Returned
O003935,C00236,2025-09-13,Completed
O003936,C00420,2025-09-20,Completed
O003937,C00710,2025-11-01,Completed
O003938,C00538,2024-09-27,Cancelled
O003939,C00514,2025-05-03,Completed
O003940,C00291,2024-08-15,Completed
O003941,C00167,2025-07-15,Completed
O003942,C00384,2025-08-31,Completed
O003943,C00778,2024-11-25,Completed
O003944,C01171,2024-08-17,Completed
O003945,C00114,2025-02-20,Completed
O003946,C00755,2025-09-19,Cancelled
O003947,C01110,2024-01-21,Completed
O003948,C01131,2024-05-29,Completed
O003949,C00450,2025-08-17,Completed
O003950,C01024,2025-11-04,Completed
O003951,C00114,2025-12-03,Completed
O003952,C00288,2025-09-07,Completed
O003953,C00373,2025-12-07,Cancelled
O003954,C00033,2024-12-06,Completed
O003955,C00906,2024-06-17,Completed
O003956,C01133,2025-04-16,Completed
O003957,C00978,2024-05-25,Completed
O003958,C00929,2025-12-15,Returned
O003959,C00838,2025-09-12,Completed
O003960,C00651,2025-02-01,Completed
O003961,C01067,2024-12-07,Completed
O003962,C01175,2024-06-23,Completed
O003963,C00873,2025-12-06,Completed
O003964,C00442,2024-02-04,Completed
O003965,C00871,2025-06-12,Cancelled
O003966,C00095,2025-02-12,Completed
O003967,C00670,2024-10-24,Completed
O003968,C00906,2025-05-07,Completed
O003969,C00367,2024-12-02,Completed
O003970,C00667,2025-06-25,Completed
O003971,C00737,2025-04-28,Completed
O003972,C00234,2024-01-17,Completed
O003973,C00621,2025-08-16,Completed
O003974,C00235,2024-03-29,Completed
O003975,C00565,2025-03-27,Completed
O003976,C00070,2025-10-18,Completed
O003977,C01169,2025-09-29,Completed
O003978,C01037,2024-02-11,Cancelled
O003979,C00446,2025-02-17,Completed
O003980,C01045,2024-04-09,Completed
O003981,C00377,2024-09-23,Completed
O003982,C00508,2025-11-18,Completed
O003983,C01127,2025-07-10,Completed
O003984,C01179,2025-01-20,Completed
O003985,C00029,2025-08-27,Completed
O003986,C01093,2025-07-28,Completed
O003987,C00517,2024-11-29,Completed
O003988,C00716,2024-08-12,Completed
O003989,C00809,2024-06-25,Completed
O003990,C00727,2025-05-25,Completed
O003991,C01156,2025-10-25,Completed
O003992,C00869,2024-02-07,Completed
O003993,C00543,2024-09-15,Completed
O003994,C01025,2025-10-10,Completed
O003995,C00449,2025-04-19,Completed
O003996,C00277,2024-01-22,Completed
O003997,C00356,2025-05-01,Completed
O003998,C00248,2024-11-14,Completed
O003999,C00318,2024-11-29,Completed
O004000,C00181,2024-07-31,Completed
O004001,C00742,2024-05-24,Completed
O004002,C01031,2025-10-15,Completed
O004003,C00067,2025-12-09,Completed
O004004,C00925,2024-09-10,Completed
O004005,C00254,2025-08-17,Completed
O004006,C00938,2024-10-28,Completed
O004007,C00398,2024-03-15,Completed
O004008,C00826,2025-02-22,Completed
O004009,C00900,2025-10-23,Completed
O004010,C00991,2025-04-05,Completed
O004011,C01136,2025-11-27,Completed
O004012,C00197,2025-06-08,Completed
O004013,C01102,2024-02-29,Completed
O004014,C00566,2025-11-15,Completed
O004015,C00178,2024-11-21,Completed
O004016,C00026,2025-05-27,Completed
O004017,C00594,2025-02-10,Completed
O004018,C00294,2024-11-14,Completed
O004019,C00215,2025-10-15,Completed
O004020,C00593,2024-02-03,Completed
O004021,C01156,2025-09-18,Completed
O004022,C00102,2025-06-30,Completed
O004023,C00233,2024-10-24,Completed
O004024,C00318,2024-01-27,Cancelled
O004025,C00363,2025-02-11,Completed
O004026,C01052,2024-11-30,Completed
O004027,C00474,2024-06-21,Completed
O004028,C00425,2024-06-26,Completed
O004029,C00608,2025-08-29,Completed
O004030,C00175,2025-06-02,Completed
O004031,C01176,2024-06-26,Completed
O004032,C01072,2024-09-04,Completed
O004033,C00689,2025-07-11,Completed
O004034,C00065,2025-09-23,Completed
O004035,C01025,2024-01-03,Completed
O004036,C00862,2025-08-17,Completed
O004037,C00064,2024-04-02,Completed
O004038,C00357,2025-01-27,Completed
O004039,C00817,2024-08-20,Completed
O004040,C00016,2024-03-06,Completed
O004041,C00226,2025-09-10,Completed
O004042,C00682,2025-02-26,Completed
O004043,C00967,2025-03-18,Completed
O004044,C00058,2024-06-02,Completed
O004045,C00868,2024-01-23,Completed
O004046,C00167,2025-11-11,Completed
O004047,C00393,2024-06-03,Completed
O004048,C00713,2024-06-16,Completed
O004049,C01071,2025-10-01,Completed
O004050,C00978,2024-04-18,Completed
O004051,C00445,2024-03-17,Cancelled
O004052,C00840,2025-02-15,Completed
O004053,C01112,2024-12-26,Completed
O004054,C00183,2025-04-17,Completed
O004055,C00213,2025-11-19,Completed
O004056,C01070,2025-10-08,Completed
O004057,C00652,2025-04-26,Completed
O004058,C00650,2024-10-24,Completed
O004059,C00154,2024-05-05,Completed
O004060,C00621,2025-11-07,Completed
O004061,C00894,2024-05-27,Completed
O004062,C00259,2024-03-16,Completed
O004063,C00713,2024-04-10,Completed
O004064,C00866,2025-02-04,Completed
O004065,C00527,2024-11-28,Completed
O004066,C00590,2024-04-15,Completed
O004067,C00496,2025-10-09,Completed
O004068,C00658,2025-04-08,Completed
O004069,C00466,2024-01-15,Completed
O004070,C00488,2024-09-30,Completed
O004071,C00979,2024-02-05,Completed
O004072,C00157,2025-11-12,Completed
O004073,C00170,2024-04-28,Completed
O004074,C00735,2024-06-22,Completed
O004075,C00067,2025-09-05,Completed
O004076,C00353,2024-10-21,Completed
O004077,C00781,2024-06-30,Completed
O004078,C00111,2025-02-07,Completed
O004079,C00242,2025-04-16,Cancelled
O004080,C00329,2024-08-02,Completed
O004081,C00281,2024-12-20,Completed
O004082,C00944,2025-12-17,Completed
O004083,C00369,2024-04-13,Completed
O004084,C00380,2024-02-05,Completed
O004085,C01041,2025-04-11,Completed
O004086,C00676,2024-08-19,Cancelled
O004087,C00459,2025-02-08,Completed
O004088,C00865,2025-11-28,Completed
O004089,C00657,2024-04-16,Completed
O004090,C00533,2025-02-18,Returned
O004091,C00591,2025-12-29,Completed
O004092,C00259,2024-07-04,Completed
O004093,C00511,2025-06-20,Completed
O004094,C00510,2025-05-06,Completed
O004095,C00348,2024-05-06,Completed
O004096,C00219,2025-10-01,Completed
O004097,C00570,2025-10-27,Completed
O004098,C00546,2025-02-09,Completed
O004099,C00477,2024-12-30,Completed
O004100,C00367,2025-08-01,Completed
O004101,C00280,2025-07-01,Completed
O004102,C00726,2024-08-12,Completed
O004103,C01011,2024-03-03,Completed
O004104,C00883,2025-12-14,Completed
O004105,C00452,2024-01-27,Completed
O004106,C00999,2025-05-19,Completed
O004107,C00588,2025-01-14,Completed
O004108,C00374,2024-10-03,Completed
O004109,C00658,2024-03-03,Completed
O004110,C00246,2024-05-12,Completed
O004111,C00977,2025-07-15,Completed
O004112,C00849,2025-07-06,Completed
O004113,C00163,2025-04-02,Completed
O004114,C00992,2024-10-14,Completed
O004115,C00498,2024-02-06,Cancelled
O004116,C00161,2024-11-06,Completed
O004117,C00981,2024-01-20,Completed
O004118,C00028,2024-02-11,Completed
O004119,C00735,2024-09-14,Completed
O004120,C00719,2024-06-23,Completed
O004121,C00291,2024-10-15,Completed
O004122,C00395,2025-06-27,Completed
O004123,C00219,2025-01-28,Completed
O004124,C00223,2024-12-12,Cancelled
O004125,C00887,2025-12-01,Completed
O004126,C00469,2024-06-09,Completed
O004127,C00333,2025-01-05,Completed
O004128,C00859,2024-10-16,Completed
O004129,C00138,2024-03-31,Completed
O004130,C00322,2025-08-15,Completed
O004131,C01179,2024-11-09,Completed
O004132,C01115,2024-09-18,Completed
O004133,C00593,2025-07-27,Completed
O004134,C00978,2025-03-04,Completed
O004135,C01102,2025-04-10,Completed
O004136,C00905,2025-03-21,Completed
O004137,C00247,2025-09-07,Completed
O004138,C00432,2024-04-25,Completed
O004139,C00768,2025-10-30,Completed
O004140,C00621,2024-10-11,Completed
O004141,C00923,2025-04-24,Cancelled
O004142,C00038,2025-12-14,Completed
O004143,C01103,2024-11-24,Completed
O004144,C00444,2025-05-17,Completed
O004145,C00840,2024-08-03,Completed
O004146,C00684,2024-01-28,Returned
O004147,C00293,2025-05-01,Completed
O004148,C00124,2025-07-22,Completed
O004149,C00874,2025-02-16,Completed
O004150,C00952,2025-03-21,Completed
O004151,C00585,2024-07-20,Completed
O004152,C00816,2024-04-15,Completed
O004153,C01077,2024-09-19,Completed
O004154,C00798,2024-07-16,Cancelled
O004155,C00703,2025-09-13,Completed
O004156,C00875,2025-09-19,Completed
O004157,C00110,2025-05-04,Completed
O004158,C00631,2025-08-16,Completed
O004159,C00365,2025-03-18,Completed
O004160,C01183,2025-10-16,Completed
